0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,e
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,_
0,1,0,0,0,0,0,1,0,0,g4
0,0,0,0,1,0,0,0,0,0,_
0,0,0,1,1,0,0,0,0,0,g6
0,0,0,0,0,0,0,0,0,0,_
0,0,0,1,0,0,1,0,0,0,_
0,0,0,0,0,0,1,0,0,0,g6
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,1,1,0,0,0,0,g6
0,0,1,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,_
0,0,1,0,0,0,0,0,0,0,g4
0,0,0,0,0,0,0,0,0,0,_
0,0,1,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,g4
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,1,0,0,_
0,0,0,0,0,0,0,1,0,0,_
0,0,0,0,0,0,1,0,0,0,g2
0,0,0,0,0,0,0,0,0,0,_
0,1,0,0,0,0,0,0,0,0,g2
0,1,0,0,0,0,0,0,0,0,_
0,1,0,0,0,0,0,0,0,0,_
0,0,0,1,0,0,1,0,0,0,g2
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,g4
0,0,0,0,0,0,0,0,0,0,_
0,0,0,1,0,0,1,0,0,0,_
0,0,1,0,0,0,0,1,0,0,g2
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,g2
0,0,1,0,0,0,0,1,0,0,_
0,0,0,0,0,0,0,0,0,0,g2
0,1,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,g4
0,0,0,0,0,0,0,0,0,0,g2
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,g4
0,0,0,0,0,0,0,0,0,0,_
0,0,0,0,0,0,0,0,0,0,g2
0,0,0,0,0,0,0,0,0,0,s
